owner_name,associate_id,facility_count,active_facility_count,flags,classification,reason
Batcheva Katz,0345467510,1,1,network,index,single_facility_with_context:network
Deena Kaye,0345468633,1,1,network,index,single_facility_with_context:network
Uhs- Pruitt Holdings Inc,0345477998,9,9,"multi_state,portfolio,network",index,two_or_more_active_facilities
Warren E Jones,0345479135,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
David T Bowman,0345481073,1,1,"sff,network",index,"single_facility_with_context:sff,network"
Meryl Maybruch,0345483590,2,2,"sffc,portfolio,network",index,two_or_more_active_facilities
Alisa R Doctoroff,0345501268,1,1,network,index,single_facility_with_context:network
Rosemary Lorello,0345503280,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Frank Misiano,0345516092,1,1,network,index,single_facility_with_context:network
"Marina Ch, LLC",0345519971,1,1,"sff,network",index,"single_facility_with_context:sff,network"
Hcp Partners LP,0345522280,12,12,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Richard Rohman,0345526505,1,1,network,index,single_facility_with_context:network
Ct Watermark 3030 LLC,0345533725,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
"Fm Rnc, LLC",0345544649,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Micael A Crane,0345551735,1,1,network,index,single_facility_with_context:network
Janice Klein,0345552964,1,1,network,index,single_facility_with_context:network
Charmaine Bowes-finegan,0345558219,1,1,network,index,single_facility_with_context:network
Np Rehab Holdings LLC,0345571378,1,1,network,index,single_facility_with_context:network
Complete Care at Holiday LLC,0345571568,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Waseem J David,0345580528,1,1,network,index,single_facility_with_context:network
Chaim Hertzel,0345582862,13,13,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Woodie Wallace Lee,0345586673,1,1,network,index,single_facility_with_context:network
Yossi Mayer,0345589180,8,8,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Angelique Ames,0345590998,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
"Nspr Operations II, LLC",0345591905,11,11,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
"Sail Healthcare Holding, LLC",0345599395,1,1,network,index,single_facility_with_context:network
Jennifer Spector,0345612107,87,87,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Heritage Park Nursing Member LLC,0345613923,1,1,network,index,single_facility_with_context:network
South Campus Nursing and Rehab LLC,0345619102,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Cynthia J Martinez,0345619185,1,1,network,index,single_facility_with_context:network
Varsha Patel,0345620886,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Vs Servicer at Fishkill LLC,0345624326,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
"North Beach Healthcare and Rehabilitation Center, LLC",0345624730,1,1,"sffc,network,affiliated,operator_grouping",index,"single_facility_with_context:sffc,network,affiliated"
Jackson Heights Nursing and Rehab Holdco LLC,0345626610,1,1,network,index,single_facility_with_context:network
Eastern Pines Care and Rehabilitation Center LLC,0345627600,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Accordius SNF Holdco LLC,0345633228,9,8,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Hdc Care Solutions LLC,0345634770,1,1,network,index,single_facility_with_context:network
Spring Creek Rehabilitation and Nursing Center LLC,0345637773,1,1,"sffc,network,affiliated,operator_grouping",index,"single_facility_with_context:sffc,network,affiliated"
Peace Capital Holdings LLC,0345640140,61,61,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Pamela Murphy,0345640892,1,1,network,index,single_facility_with_context:network
Joseph Stern,0345642773,1,1,network,index,single_facility_with_context:network
Ark Post Acute Network LLC,0345656237,7,7,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Hawthorne Operations Holdings LLC,0345658324,1,1,network,index,single_facility_with_context:network
Kimberly Glerum,0345663753,1,1,network,index,single_facility_with_context:network
Allan Wiesel,0345670477,3,3,"abuse,sffc,portfolio,network",index,two_or_more_active_facilities
Jeri Ann Johnson,0345681714,8,8,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Judith Wittler,0345690574,1,1,network,index,single_facility_with_context:network
Sk Acc II Holdings LLC,0345695672,5,5,"sffc,portfolio,network",index,two_or_more_active_facilities
Gulf Shore Nursing and Rehab LLC,0345696373,1,1,"recent_chow,network,affiliated,operator_grouping",index,"single_facility_with_context:recent_chow,network,affiliated"
Royal Rehab South,0345696944,3,3,"portfolio,network",index,two_or_more_active_facilities
Complete Care at Prospect Heights LLC,0345697728,1,1,"recent_chow,network,affiliated,operator_grouping",index,"single_facility_with_context:recent_chow,network,affiliated"
Unknown party,0345715165,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
Unknown party,0345720074,1,1,network,index,single_facility_with_context:network
George Klein Testamentary Trust,0345720124,2,2,"portfolio,network",index,two_or_more_active_facilities
Unknown party,0345720298,1,1,network,index,single_facility_with_context:network
Unknown party,0345720744,1,1,network,index,single_facility_with_context:network
Unknown party,0345721833,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
Unknown party,0345723623,1,1,network,index,single_facility_with_context:network
Unknown party,0345724746,1,1,network,index,single_facility_with_context:network
Lindsay Dulaney,0345724779,1,1,network,index,single_facility_with_context:network
Unknown party,0345726253,1,1,network,index,single_facility_with_context:network
Unknown party,0345727434,1,1,network,index,single_facility_with_context:network
Unknown party,0345728408,1,1,network,index,single_facility_with_context:network
Unknown party,0345728598,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
FL2 SNF Operations Holdings LLC,0345728721,1,1,network,index,single_facility_with_context:network
Unknown party,0345729141,1,1,network,index,single_facility_with_context:network
Cala Root,0345731444,1,1,network,index,single_facility_with_context:network
Capri Rehab Holdings LLC,0345732533,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Unknown party,0345733341,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Unknown party,0345733622,1,0,network,suppress,no_active_facilities
Westfield Center Nj Owner LLC,0345733812,1,1,network,index,single_facility_with_context:network
Timothy Drown,0345734695,1,1,network,index,single_facility_with_context:network
Unknown party,0345739892,1,1,network,index,single_facility_with_context:network
Unknown party,0345740155,1,1,network,index,single_facility_with_context:network
Unknown party,0345740320,1,1,network,index,single_facility_with_context:network
Unknown party,0345740478,1,1,network,index,single_facility_with_context:network
Unknown party,0345741351,1,1,network,index,single_facility_with_context:network
Unknown party,0345742516,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Unknown party,0345742797,1,1,network,index,single_facility_with_context:network
Igor Kiprovski,0345744140,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Unknown party,0345744181,1,1,network,index,single_facility_with_context:network
Unknown party,0345745428,1,1,network,index,single_facility_with_context:network
Unknown party,0345746004,1,1,network,index,single_facility_with_context:network
Unknown party,0345749016,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Unknown party,0345750642,1,1,network,index,single_facility_with_context:network
Unknown party,0345752986,1,1,network,index,single_facility_with_context:network
Unknown party,0345753091,1,1,network,index,single_facility_with_context:network
Unknown party,0345755633,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Leroy George Cox,0345757019,1,1,network,index,single_facility_with_context:network
Coleen Lynn Cancelli,0345757431,1,1,network,index,single_facility_with_context:network
"Ccrc Propco - Freedom Plaza, LLC",0345758553,1,1,network,index,single_facility_with_context:network
Carrie Leitner,0345761037,1,1,network,index,single_facility_with_context:network
Vicki Gyba,0345767968,1,1,network,index,single_facility_with_context:network
Unknown party,0345768818,1,1,network,index,single_facility_with_context:network
Unknown party,0345768883,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Ruth Elizabeth Ireland,0345770509,1,1,network,index,single_facility_with_context:network
Charles Ackerman,0345771184,1,1,network,index,single_facility_with_context:network
Robert Rausman,0345774907,11,11,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Daniel Schwartz,0345779302,1,1,network,index,single_facility_with_context:network
Elaine Madden,0345788683,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
Brian Chamberlin,0446142954,1,1,network,index,single_facility_with_context:network
Newark Wayne Community Hospital,0446154199,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Lawrence R Antonucci,0446157259,2,2,"portfolio,network",index,two_or_more_active_facilities
"FI-PALM Beaches, LLC",0446160972,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Sovereign Healthcare of Palm City LLC,0446161780,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Michael Felberg,0446162259,1,1,network,index,single_facility_with_context:network
Lawrence E Santilli,0446162317,24,24,"abuse,sff,multi_state,portfolio,network",index,two_or_more_active_facilities
Mark Neuman,0446162432,6,6,"portfolio,network",index,two_or_more_active_facilities
Soldiers & Sailors Memorial Hospital,0446164255,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Dvora Ostreicher,0446200810,2,2,"portfolio,network",index,two_or_more_active_facilities
Catherine Valentino-keesling,0446206379,1,1,network,index,single_facility_with_context:network
James A Dunlop,0446207187,1,1,network,index,single_facility_with_context:network
Cedar Crest Village Inc,0446226211,1,1,"abuse,affiliated,operator_grouping",index,"single_facility_with_context:abuse,affiliated,operator_grouping"
Glenn S Schroyer,0446227524,1,1,network,index,single_facility_with_context:network
Ira Zackon,0446242952,1,1,network,index,single_facility_with_context:network
"301 Rope Ferry Road, LLC",0446263347,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Wayne S Shattes,0446269864,1,1,network,index,single_facility_with_context:network
Larry Zielinski,0446273056,1,1,network,index,single_facility_with_context:network
Renata Cocozza,0446300750,1,1,network,index,single_facility_with_context:network
Ilene Berkon-cardello,0446310668,1,1,network,index,single_facility_with_context:network
David Daniel,0446311757,2,2,"portfolio,network",index,two_or_more_active_facilities
"Avante at Boca Raton, Inc.",0446316244,1,1,"sffc,affiliated,operator_grouping",index,"single_facility_with_context:sffc,affiliated,operator_grouping"
Bristol Glen Inc,0446338651,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Lynn Reese,0446340376,1,1,network,index,single_facility_with_context:network
Sandira V Segaram,0446341127,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
"Ocean Gardens Nursing Facility, Inc.",0446341275,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Michael Lipman,0446350573,9,9,"abuse,multi_state,portfolio,network",index,two_or_more_active_facilities
