ORGANIZATION NAME,Legal Business Name,CCN,Provider Name,State,City/Town,Chain ID,Chain Name
SRCV-ROSA LLC,"SRCV-ROSA, LLC.",035004,SANTA ROSA CARE CENTER,AZ,TUCSON,,
LAWSON 1 INC,LAWSON 1 INC,265666,LAWSON MANOR & REHAB,MO,LAWSON,145,CIRCLE B ENTERPRISES
EASTWOOD CONVALESCENT CENTER INC.,EASTWOOD CONVALESCENT CENTER INC.,235422,Regency at Chene,MI,Detroit,144,CIENA HEALTHCARE/LAUREL HEALTH CARE
ABBA CARE CORPORATION,ABBA CARE CORPORATION,235452,Regency Heights-Detroit,MI,Detroit,144,CIENA HEALTHCARE/LAUREL HEALTH CARE
MRC TOWNCREEK,MRC TOWNCREEK,675964,MRC CREEKSIDE,TX,HUNTSVILLE,822,METHODIST RETIREMENT COMMUNITIES
ST TERESA REHABILITATION & NURSING CENTER,ST TERESA REHABILITATION & NURSING CENTER,305071,SAINT TERESA REHABILITATION & NURSING CENTER,NH,MANCHESTER,122,CATHOLIC CHARITIES NEW HAMPSHIRE
FOOTHILL ACRES REHABILITATION AND NURSING CENTER LLC,FOOTHILL ACRES REHABILITATION AND NURSING CENTER LLC,315425,FOOTHILL ACRES REHABILITATION & NURSING CENTER,NJ,HILLSBOROUGH,,
ST ANN REHABILITATION & NURSING CENTER,ST ANN REHABILITATION & NURSING CENTER,305069,SAINT ANN REHABILITATION AND NURSING CENTER,NH,DOVER,122,CATHOLIC CHARITIES NEW HAMPSHIRE
ST FRANCIS REHABILITATION & NURSING CENTER,ST FRANCIS REHABILITATION & NURSING CENTER,305070,SAINT FRANCIS REHABILITATION AND NURSING CENTER,NH,LACONIA,122,CATHOLIC CHARITIES NEW HAMPSHIRE
MOUNT CARMEL REHABILITATION & NURSING CENTER,MOUNT CARMEL REHABILITATION & NURSING CENTER,305067,MOUNT CARMEL REHABILITATION AND NURSING CENTER,NH,MANCHESTER,122,CATHOLIC CHARITIES NEW HAMPSHIRE
"PRUITTHEALTH - LAFAYETTE, LLC","PRUITTHEALTH - LAFAYETTE, LLC",115304,PRUITTHEALTH - LAFAYETTE,GA,LAFAYETTE,434,PRUITTHEALTH
"ROYAL SPRINGS HEALTHCARE AND REHAB, INC","ROYAL SPRINGS HEALTHCARE AND REHAB, INC",295073,ROYAL SPRINGS HEALTHCARE AND REHAB,NV,LAS VEGAS,741,IL & JOAN LEE
GREENFIELD CARE CENTER OF FAIRFIELD LLC,GREENFIELD CARE CENTER OF FAIRFIELD LLC,055189,GREENFIELD CARE CENTER OF FAIRFIELD,CA,FAIRFIELD,213,EVA CARE GROUP
GREENFIELD CARE CENTER OF SOUTH GATE LLC,GREENFIELD CARE CENTER OF SOUTH GATE LLC,056458,GREENFIELD CARE CENTER OF SOUTH GATE,CA,SOUTH GATE,213,EVA CARE GROUP
BRIDGEWAY INC.,BRIDGEWAY INC.,315182,BRIDGEWAY CARE AND REHAB CENTER AT BRIDGEWATER,NJ,BRIDGEWATER,,
"SRCV HAVEN, LLC","SRCV HAVEN, LLC",035062,DESERT HAVEN CARE CENTER,AZ,PHOENIX,,
ST VINCENT REHABILITATION & NURSING CENTER,ST VINCENT REHABILITATION & NURSING CENTER,305066,SAINT VINCENT REHABILITATION & NURSING CENTER,NH,BERLIN,122,CATHOLIC CHARITIES NEW HAMPSHIRE
BAPTIST RETIREMENT HOMES OF NORTH CAROLINA INCORPORATED,BAPTIST RETIREMENT HOMES OF NORTH CAROLINA INCORPORATED,345209,Brookridge Retirement Community,NC,Winston-Salem,,
BRONX CENTER FOR REHABILITATION AND HEALTH CARE,BRONX CENTER FOR REHABILITATION AND HEALTH CARE,335506,BRONX CENTER FOR REHABILITATION & HEALTH CARE,NY,BRONX,127,CENTERS HEALTH CARE
"FUTURE CARE-CHARLES VILLAGE, LLC","FUTURE CARE-CHARLES VILLAGE, LLC",215324,FUTURE CARE CHARLES VILLAGE,MD,BALTIMORE,232,FUTURE CARE/LIFEBRIDGE HEALTH
TARTAN HEALTH CARE CORP.,TARTAN HEALTH CARE CORP.,235606,Fisher Senior Care and Rehabilitation,MI,Mayville,369,NEXCARE HEALTH SYSTEMS
"BREWSTER PARKE, INC.","BREWSTER PARKE, INC.",366264,BREWSTER CONVALESCENT CENTER,OH,BREWSTER,,
"WILLOWBROOK ACQUISITION COMPANY, LLC","WILLOWBROOK ACQUISITION COMPANY, LLC",235550,Willowbrook Manor,MI,Flint,144,CIENA HEALTHCARE/LAUREL HEALTH CARE
BETHESDA LONG TERM CARE INC,BETHESDA LONG TERM CARE INC,265756,BETHESDA SOUTHGATE,MO,SAINT LOUIS,,
JACKSON COUNTY MEDICAL CARE FACILITY,JACKSON COUNTY MEDICAL CARE FACILITY,235019,Jackson County Medical Care Facility,MI,Jackson,,
"CLAPP'S CONVALESCENT NURSING HOME, INC.","CLAPP'S CONVALESCENT NURSING HOME, INC.",345015,Clapp's Convalescent Nursing Home Inc,NC,Asheboro,,
"THE UNITED METHODIST RETIREMENT HOMES, INCORPORATED","THE UNITED METHODIST RETIREMENT HOMES, INCORPORATED",345180,Wesley Pines Retirement Community,NC,Lumberton,312,LIFE CARE SERVICES
THE HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY,THE HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY,155029,COMMUNITY NURSING AND REHABILITATION CENTER,IN,INDIANAPOLIS,33,AMERICAN SENIOR COMMUNITIES
WOODWARD NURSING CENTER LLC,WOODWARD NURSING CENTER LLC,375195,WOODWARD SKILLED NURSING AND THERAPY,OK,WOODWARD,91,BRIDGES HEALTH
STILLWATER NURSING CENTER LLC,STILLWATER NURSING CENTER LLC,375178,STILLWATER CREEK SKILLED NURSING AND THERAPY,OK,STILLWATER,91,BRIDGES HEALTH
CONVALESCENT CENTER OF GRADY COUNTY,CONVALESCENT CENTER OF GRADY COUNTY,375144,COTTONWOOD CREEK SKILLED NURSING & THERAPY,OK,CHICKASHA,91,BRIDGES HEALTH
"PUTNAM CITY CONVALESCENT CENTER, LLC","PUTNAM CITY CONVALESCENT CENTER, LLC",375107,THE GRAND AT BETHANY SKILLED NURSING AND THERAPY,OK,BETHANY,91,BRIDGES HEALTH
AZALEA PARK MANOR LLC,AZALEA PARK MANOR LLC,375159,THE SPRINGS SKILLED NURSING AND THERAPY,OK,MUSKOGEE,91,BRIDGES HEALTH
BROOKWOOD NURSING CENTER LLC,BROOKWOOD NURSING CENTER LLC,375106,Brookwood Skilled Nursing and Therapy,OK,Oklahoma City,91,BRIDGES HEALTH
"ONEOTA RIVERVIEW CARE FACILITY, INC.","ONEOTA RIVERVIEW CARE FACILITY, INC.",165475,Wellington Place,IA,Decorah,260,HEALTHCARE OF IOWA
"AVANTE AT ST. CLOUD, INC.","AVANTE AT ST. CLOUD, INC.",105670,AVANTE AT ST CLOUD INC,FL,SAINT CLOUD,59,AVANTE CENTERS
MOUNT CARMEL HOME KEENS MEMORIAL,MOUNT CARMEL HOME KEENS MEMORIAL,285216,Mt Carmel Home - Keens Memorial,NE,Kearney,,
"PRESBYTERIAN VILLAGE, AUSTELL, INC.","PRESBYTERIAN VILLAGE, AUSTELL, INC.",115490,PRESBYTERIAN VILLAGE,GA,AUSTELL,,
"PRESBYTERIAN HOME, QUITMAN, INC.","PRESBYTERIAN HOME, QUITMAN, INC.",115498,"HOSPITAL AUTHORITY OF BROOKS COUNTY, GEORGIA, THE",GA,QUITMAN,,
WRMC HOSPITAL OPERATING CORPORATION,WRMC HOSPITAL OPERATING CORPORATION,345386,WILKES REGIONAL MEDICAL CTR SN,NC,NORTH WILKESBORO,55,ATRIUM HEALTH
JENKS LIVING CENTERS LLC,JENKS LIVING CENTERS LLC,375358,GRACE SKILLED NURSING AND THERAPY JENKS,OK,JENKS,91,BRIDGES HEALTH
EL RENO NURSING CENTER LLC,EL RENO NURSING CENTER LLC,375113,RIVER OAKS SKILLED NURSING AND THERAPY,OK,EL RENO,91,BRIDGES HEALTH
"THE HURLBUT, LLC.","THE HURLBUT, LLC.",335341,The Hurlbut,NY,Rochester,275,HURLBUT CARE
WYANDOT COUNTY OFFICE OF AUDITOR,WYANDOT COUNTY OFFICE OF AUDITOR,366269,WYANDOT COUNTY SKILLED NURSING AND REHABILITATION,OH,UPPER SANDUSKY,,
SAINT JOSEPH RESIDENCE,SAINT JOSEPH RESIDENCE,305088,ST JOSEPH RESIDENCE,NH,MANCHESTER,,
EVERGREEN LIVING INNOVATIONS INC,EVERGREEN LIVING INNOVATIONS INC,175355,EVERGREEN COMMUNITY OF JOHNSON COUNTY,KS,OLATHE,,
HENNIS CARE CENTRE OF DOVER INC.,HENNIS CARE CENTRE OF DOVER INC.,365838,HENNIS CARE CENTRE OF DOVER,OH,DOVER,,
C AND H HEALTHCARE LLC,C AND H HEALTHCARE LLC,175257,SHARON LANE HEALTH AND REHABILITATION,KS,SHAWNEE,,
CHESTNUT POINT CARE CENTER LLC,CHESTNUT POINT CARE CENTER LLC,075436,TOUCHPOINTS AT CHESTNUT,CT,EAST WINDSOR,277,ICARE HEALTH NETWORK
ARCHDALE NURSING CENTER INC,ARCHDALE NURSING CENTER INC,345330,The Graybrier Nursing and Retirement Center,NC,Trinity,,
"MORNING VIEW DELAWARE, INC","MORNING VIEW DELAWARE, INC",365776,COUNTRY VIEW OF SUNBURY,OH,SUNBURY,225,FOUNDATIONS HEALTH SOLUTIONS
POPLAR BLUFF NO 1 INC,POPLAR BLUFF NO 1 INC,265442,"MANOR, THE",MO,POPLAR BLUFF,145,CIRCLE B ENTERPRISES
"PRESBYTERIAN HOMES, INC","PRESBYTERIAN HOMES, INC",345297,Scotia Village - SNF,NC,Laurinburg,,
"BAYVIEW CENTER, LLC","BAYVIEW CENTER, LLC",105324,BAYVIEW CENTER,FL,EUSTIS,800,ASTON HEALTH
BRIDGEVIEW CENTER LLC,BRIDGEVIEW CENTER LLC,105402,BRIDGEVIEW CENTER,FL,ORMOND BEACH,800,ASTON HEALTH
COQUINA CENTER LLC,COQUINA CENTER LLC,105589,COQUINA CENTER,FL,ORMOND BEACH,800,ASTON HEALTH
FAIRWAY OAKS CENTER LLC,FAIRWAY OAKS CENTER LLC,105305,FAIRWAY OAKS CENTER,FL,TAMPA,800,ASTON HEALTH
HIGHLANDS LAKE CENTER LLC,HIGHLANDS LAKE CENTER LLC,105620,HIGHLANDS LAKE CENTER,FL,LAKELAND,800,ASTON HEALTH
ISLAND LAKE CENTER LLC,ISLAND LAKE CENTER LLC,105643,ISLAND LAKE CENTER,FL,LONGWOOD,800,ASTON HEALTH
"INDIAN RIVER CENTER, LLC","INDIAN RIVER CENTER, LLC",105673,INDIAN RIVER CENTER,FL,WEST MELBOURNE,800,ASTON HEALTH
RULEME CENTER LLC,RULEME CENTER LLC,105855,RULEME CENTER,FL,EUSTIS,800,ASTON HEALTH
RIVERWOOD CENTER LLC,RIVERWOOD CENTER LLC,105135,RIVERWOOD CENTER,FL,JACKSONVILLE,800,ASTON HEALTH
"TIERRA PINES CENTER, LLC","TIERRA PINES CENTER, LLC",105398,Tierra Pines Center,FL,LARGO,800,ASTON HEALTH
"LITCHFIELD RETIREMENT, LLC","LITCHFIELD RETIREMENT, LLC",425380,Lakes At Litchfield,SC,Pawleys Island,470,SENIOR LIVING COMMUNITIES
"CANYON PROPERTIES III, LLC","CANYON PROPERTIES III, LLC",055002,COUNTRY MANOR HEALTHCARE,CA,LAKE VIEW TERRACE,136,CHARIS TRUST DTD 12/22/16
"LAKEWOOD HEALTH CARE CENTER, INC.","LAKEWOOD HEALTH CARE CENTER, INC.",366266,ENNISCOURT NURSING CARE,OH,LAKEWOOD,,
WILLAMETTE VIEW INC.,WILLAMETTE VIEW INC.,385200,WILLAMETTE VIEW HEALTH CENTER,OR,MILWAUKIE,,
MILLINGTON OPCO LP,MILLINGTON OPCO LP,445425,MILLINGTON HEALTHCARE CENTER,TN,MILLINGTON,559,WELLINGTON HEALTH CARE SERVICES
AUGUSTANA CHAPEL VIEW HOMES INC,AUGUSTANA CHAPEL VIEW HOMES INC,245493,Augustana Chapel View Care Center,MN,HOPKINS,120,CASSIA
AUGUSTANA HEALTH CARE CENTER OF HASTINGS,AUGUSTANA HEALTH CARE CENTER OF HASTINGS,245224,AUGUSTANA CARE HASTINGS HEALTH AND REHABILITATION,MN,HASTINGS,120,CASSIA
LUTHERAN BRETHREN RETIREMENT SERVICES INC,LUTHERAN BRETHREN RETIREMENT SERVICES INC,245453,LB BROEN HOME,MN,FERGUS FALLS,,
DIVINE PROVIDENCE COMMUNITY HOME,DIVINE PROVIDENCE COMMUNITY HOME,245599,Divine Providence Community Home,MN,SLEEPY EYE,,
"CHATEAU NURSING AND REHABILITATION CENTER, LLC","CHATEAU NURSING AND REHABILITATION CENTER, LLC",145614,CHATEAU NRSG & REHAB CENTER,IL,WILLOWBROOK,738,EXTENDED CARE CLINICAL
ST LUKE'S LUTHERAN CARE CENTER,ST LUKE'S LUTHERAN CARE CENTER,245372,ST LUKES LUTHERAN CARE CENTER,MN,BLUE EARTH,,
SOUTHERN INYO HEALTHCARE DISTRICT,SOUTHERN INYO HEALTHCARE DISTRICT,555527,SOUTHERN INYO HOSPITAL D/P SNF,CA,LONE PINE,,
"WELLINGTON PLACE, LLC","WELLINGTON PLACE, LLC",366272,O'NEILL HEALTHCARE NORTH OLMSTED,OH,NORTH OLMSTED,380,O'NEILL HEALTHCARE
"ALTERCARE OF MAYFIELD VILLAGE, INC.","ALTERCARE OF MAYFIELD VILLAGE, INC.",366267,"ALTERCARE OF MAYFIELD VILLAGE, INC",OH,MAYFIELD VILLAGE,26,ALTERCARE
SISTERS OF MARY OF THE PRESENTATION LONG TERM CARE,SISTERS OF MARY OF THE PRESENTATION LONG TERM CARE,355047,SMP HEALTH - ST CATHERINE NORTH,ND,FARGO,476,SMP HEALTH
TRI-COUNTY RETIREMENT & NURSING,TRI-COUNTY RETIREMENT & NURSING,355051,HATTON PRAIRIE VILLAGE,ND,HATTON,,
"GOLDEN OAK HOLDINGS, LLC","GOLDEN OAK HOLDINGS, LLC",055798,VASONA CREEK HEALTHCARE CENTER,CA,LOS GATOS,690,PACS GROUP
"HAWTHORNE HOLDINGS, LLC","HAWTHORNE HOLDINGS, LLC",555068,WHITE BLOSSOM CARE CENTER,CA,SAN JOSE,690,PACS GROUP
"THE WILLIAM BREMAN JEWISH HOME, INC","THE WILLIAM BREMAN JEWISH HOME, INC",115022,"WILLIAM BREMAN JEWISH HOME, THE",GA,ATLANTA,,
ST FRANCIS HOME,ST FRANCIS HOME,245265,ST FRANCIS HOME,MN,BRECKENRIDGE,151,COMMONSPIRIT HEALTH
MARWOOD MANOR NURSING HOME,MARWOOD MANOR NURSING HOME,235369,Marwood Manor Nursing Home,MI,Port Huron,,
JENKINS LIVING CENTER INC,JENKINS LIVING CENTER INC,435036,JENKIN'S LIVING CENTER,SD,WATERTOWN,,
MOHUN HEALTH CARE CENTER,MOHUN HEALTH CARE CENTER,366135,MOHUN HEALTH CARE CENTER,OH,COLUMBUS,,
WELLMAN HEALTHCARE GROUP INC,WELLMAN HEALTHCARE GROUP INC,225763,PALMER HEALTHCARE CENTER,MA,PALMER,,
CITY OF SEWARD,CITY OF SEWARD,025024,PROVIDENCE SEWARD MOUNTAIN HAVEN,AK,SEWARD,,
ST. JOHN LUTHERAN CARE CENTER,ST. JOHN LUTHERAN CARE CENTER,395164,ST JOHN SPECIALTY CARE CENTER,PA,MARS,,
COMMUNITY HOSPITAL OF ANACONDA,COMMUNITY HOSPITAL OF ANACONDA,275065,COMMUNITY NURSING HOME OF ANACONDA,MT,ANACONDA,,
"LEMON GROVE HEALTH ASSOCIATES, LLC","LEMON GROVE HEALTH ASSOCIATES, LLC",055182,LEMON GROVE CARE AND REHABILITATION CENTER,CA,LEMON GROVE,507,THE ENSIGN GROUP
"JONESBORO CARE AND REHABILITATION CENTER, LLC","JONESBORO CARE AND REHABILITATION CENTER, LLC",045380,ST ELIZABETH'S PLACE,AR,JONESBORO,36,ANTHONY & BRYAN ADAMS
FACILITY INVESTMENTS LP,FACILITY INVESTMENTS LP,115674,WESTMINSTER COMMONS,GA,ATLANTA,559,WELLINGTON HEALTH CARE SERVICES
BELL VILLA CARE ASSOCIATES LLC,BELL VILLA CARE ASSOCIATES LLC,056104,ROSE VILLA HEALTH CARE CENTER,CA,BELLFLOWER,507,THE ENSIGN GROUP
DOWNEY COMMUNITY CARE LLC,DOWNEY COMMUNITY CARE LLC,056014,BROOKFIELD HEALTHCARE CENTER,CA,DOWNEY,507,THE ENSIGN GROUP
"FI-THE ABBEY, LLC","FI-THE ABBEY, LLC",105749,ABBEY REHABILITATION AND NURSING CENTER,FL,SAINT PETERSBURG,223,FLORIDA INSTITUTE FOR LONG-TERM CARE
"FI-SANFORD REHAB, LLC","FI-SANFORD REHAB, LLC",105539,HEALTHCARE AND REHAB OF SANFORD,FL,SANFORD,223,FLORIDA INSTITUTE FOR LONG-TERM CARE
"GIDEON CARE CENTER, INC","GIDEON CARE CENTER, INC",265409,GIDEON CARE CENTER,MO,GIDEON,623,PARADIGM SENIOR MANAGEMENT
"FI-WINDSOR WOODS, LLC","FI-WINDSOR WOODS, LLC",105568,WINDSOR WOODS REHAB AND HEALTHCARE CENTER,FL,HUDSON,223,FLORIDA INSTITUTE FOR LONG-TERM CARE
"FI-TITUSVILLE, LLC","FI-TITUSVILLE, LLC",105448,TITUSVILLE REHABILITATION & NURSING CENTER,FL,TITUSVILLE,223,FLORIDA INSTITUTE FOR LONG-TERM CARE
T-LYNN INC.,T-LYNN INC.,045384,WOODBRIAR NURSING HOME,AR,HARRISBURG,,
"19 VARNUM STREET OPERATING COMPANY, LLC","19 VARNUM STREET OPERATING COMPANY, LLC",225224,CARE ONE AT LOWELL,MA,LOWELL,109,CAREONE
SONOMA VALLEY HEALTH CARE DISTRICT,SONOMA VALLEY HEALTH CARE DISTRICT,555258,VALLEY OF THE MOON POST ACUTE,CA,SONOMA,,
"NEW BEDFORD MEDICAL INVESTORS, LLC","NEW BEDFORD MEDICAL INVESTORS, LLC",225328,"OAKS, THE",MA,NEW BEDFORD,311,LIFE CARE CENTERS OF AMERICA
NORTHFIELD RETIREMENT COMMUNITIES,NORTHFIELD RETIREMENT COMMUNITIES,285271,Northfield Retirement Communities Care Center,NE,Scottsbluff,,
"FI-CASA MORA, LLC","FI-CASA MORA, LLC",105327,CASA MORA REHABILITATION AND EXTENDED CARE,FL,BRADENTON,223,FLORIDA INSTITUTE FOR LONG-TERM CARE
"EVANS MEMORIAL HOME FOR THE AGED, INC.","EVANS MEMORIAL HOME FOR THE AGED, INC.",165491,Evans Senior Living Community,IA,Cresco,260,HEALTHCARE OF IOWA
"FI-POMPANO REHAB, LLC","FI-POMPANO REHAB, LLC",105572,POMPANO HEALTH AND REHABILITATION CENTER,FL,POMPANO BEACH,223,FLORIDA INSTITUTE FOR LONG-TERM CARE
"FI-HIGHLAND PINES, LLC","FI-HIGHLAND PINES, LLC",105690,Highland Pines Rehabilitation Center,FL,CLEARWATER,223,FLORIDA INSTITUTE FOR LONG-TERM CARE
"COASTAL HEALTH CARE, INC.","COASTAL HEALTH CARE, INC.",055711,BRENTWOOD HEALTH CARE CENTER,CA,SANTA MONICA,362,NAHS
LAKEVIEW METHODIST HEALTH CARE CENTER,LAKEVIEW METHODIST HEALTH CARE CENTER,245280,Lakeview Methodist Health Care Center,MN,FAIRMONT,,
HARMONY COMMUNITY HEALTHCARE INC,HARMONY COMMUNITY HEALTHCARE INC,245528,GUNDERSEN HARMONY CARE CENTER,MN,HARMONY,,
"FI-PALM BEACHES, LLC","FI-PALM BEACHES, LLC",105039,"Rehabilitation Center of The Palm Beaches,the",FL,WEST PALM BEACH,223,FLORIDA INSTITUTE FOR LONG-TERM CARE
NORTHERN ITASCA HOSPITAL DISTRICT,NORTHERN ITASCA HOSPITAL DISTRICT,245529,BIGFORK VALLEY COMMUNITIES,MN,BIGFORK,,
HB HEALTHCARE ASSOCIATES LLC,HB HEALTHCARE ASSOCIATES LLC,555249,SEA CLIFF HEALTHCARE CENTER,CA,HUNTINGTON BEACH,507,THE ENSIGN GROUP
PRAIRIE MANOR NURSING & REHABILITATION CENTER LLC,PRAIRIE MANOR NURSING & REHABILITATION CENTER LLC,145629,PRAIRIE MANOR NRSG & REHAB CTR,IL,CHICAGO HEIGHTS,738,EXTENDED CARE CLINICAL
"312 MILLBURY AVENUE OPERATING COMPANY, LLC","312 MILLBURY AVENUE OPERATING COMPANY, LLC",225720,CARE ONE AT MILLBURY,MA,MILLBURY,109,CAREONE
"49 THOMAS PATTEN DRIVE OPERATING COMPANY, LLC","49 THOMAS PATTEN DRIVE OPERATING COMPANY, LLC",225356,CARE ONE AT RANDOLPH,MA,RANDOLPH,109,CAREONE
"64 PERFORMANCE DRIVE OPERATING COMPANY, LLC","64 PERFORMANCE DRIVE OPERATING COMPANY, LLC",225634,CARE ONE AT WEYMOUTH,MA,WEYMOUTH,109,CAREONE
"57 OLD ROAD TO NINE ACRE CORNER OPERATING COMPANY, LLC","57 OLD ROAD TO NINE ACRE CORNER OPERATING COMPANY, LLC",225663,CARE ONE AT CONCORD,MA,W CONCORD,109,CAREONE
260 EASTHAMPTON ROAD OPERATING COMPANY LLC,260 EASTHAMPTON ROAD OPERATING COMPANY LLC,225236,CARE ONE AT HOLYOKE,MA,HOLYOKE,109,CAREONE
"2101 WASHINGTON STREET OPERATING COMPANY, LLC","2101 WASHINGTON STREET OPERATING COMPANY, LLC",225268,CARE ONE AT NEWTON,MA,NEWTON,109,CAREONE
"750 WOBURN STREET OPERATING COMPANY, LLC","750 WOBURN STREET OPERATING COMPANY, LLC",225504,CARE ONE AT WILMINGTON,MA,WILMINGTON,109,CAREONE
"COVINA CARE CENTER, INC.","COVINA CARE CENTER, INC.",055449,COVINA REHABILITATION CENTER,CA,COVINA,323,LONGWOOD MANAGEMENT CORPORATION
"178 LOWELL STREET OPERATING COMPANY, LLC","178 LOWELL STREET OPERATING COMPANY, LLC",225288,CARE ONE AT LEXINGTON,MA,LEXINGTON,109,CAREONE
SEMINOLE NURSING HOME INC,SEMINOLE NURSING HOME INC,375350,Seminole Pioneer Nursing Home,OK,Seminole,,
"135 BENTON DRIVE OPERATING COMPANY, LLC","135 BENTON DRIVE OPERATING COMPANY, LLC",225299,CARE ONE AT REDSTONE,MA,EAST LONGMEADOW,109,CAREONE
AVERA TYLER,AVERA TYLER,245357,AVERA SUNRISE MANOR,MN,TYLER,61,AVERA HEALTH
"221 FITZGERALD DRIVE OPERATING COMPANY, LLC","221 FITZGERALD DRIVE OPERATING COMPANY, LLC",225650,CARE ONE AT NEW BEDFORD,MA,NEW BEDFORD,109,CAREONE
"199 ANDOVER STREET OPERATING COMPANY, LLC","199 ANDOVER STREET OPERATING COMPANY, LLC",225323,CARE ONE AT PEABODY,MA,PEABODY,109,CAREONE
LAKESIDE LUTHERAN HOME,LAKESIDE LUTHERAN HOME,165492,Lakeside Lutheran Home,IA,Emmetsburg,,
SIOUX CENTER HEALTH,SIOUX CENTER HEALTH,165157,Crown Pointe Estates Care Center,IA,Sioux Center,,
"ELMWOOD TERRACE HEALTHCARE, INC","ELMWOOD TERRACE HEALTHCARE, INC",145663,La Bella of Aurora,IL,AURORA,,
PRESBYTERIAN HOMES OF TENNESSEE INC,PRESBYTERIAN HOMES OF TENNESSEE INC,445105,LEGACY PARK HEALTH AND REHABILITATION,TN,KNOXVILLE,507,THE ENSIGN GROUP
"ALGONA MANOR CARE CENTER, INC","ALGONA MANOR CARE CENTER, INC",165504,Algona Manor Care Center,IA,Algona,102,CAPSTONE MANAGEMENT
HENDRICK MEDICAL CENTER,HENDRICK MEDICAL CENTER,455683,HENDRICK SKILLED NURSING FACILITY,TX,ABILENE,,
HOSPITAL DISTRICT NO 1 OF DICKINSON COUNTY KANSAS,HOSPITAL DISTRICT NO 1 OF DICKINSON COUNTY KANSAS,175244,MEMORIAL HOSPITAL LTCU (VILLAGE MANOR),KS,ABILENE,,
"GHC OF PLEASANTON, LLC","GHC OF PLEASANTON, LLC",056392,PLEASANTON NURSING AND REHABILITATION CENTER,CA,PLEASANTON,236,GENERATIONS HEALTHCARE
COKATO CHARITABLE TRUST,COKATO CHARITABLE TRUST,245412,Cokato Manor,MN,COKATO,,
FRESNO COMMUNITY HOSPITAL AND MEDICAL CENTER,FRESNO COMMUNITY HOSPITAL AND MEDICAL CENTER,055258,COMMUNITY SUBACUTE AND TRANSITIONAL CARE CENTER,CA,FRESNO,,
RICHMOND BEACH REHAB LLC,RICHMOND BEACH REHAB LLC,505488,Richmond Beach Rehab,WA,SHORELINE,58,AVAMERE
"VALLEY VIEW NURSING HOME OF HOUSTON, INC.","VALLEY VIEW NURSING HOME OF HOUSTON, INC.",245566,VALLEY VIEW HEALTHCARE & REHAB,MN,HOUSTON,,
CLARKFIELD CARE CENTER,CLARKFIELD CARE CENTER,245551,Clarkfield Care Center,MN,CLARKFIELD,,
UNIVERSITY NORTHWEST LLC,UNIVERSITY NORTHWEST LLC,375185,UNIVERSITY PARK SKILLED NURSING AND THERAPY MEMORY,OK,TAHLEQUAH,91,BRIDGES HEALTH
ECUMEN,ECUMEN,245215,Ecumen Lakeshore,MN,DULUTH,,
JEFFREY PINE HOLDINGS LLC,JEFFREY PINE HOLDINGS LLC,055806,VILLA LAS PALMAS HEALTHCARE CENTER,CA,EL CAJON,690,PACS GROUP
COSTA VICTORIA HEALTHCARE LLC,COSTA VICTORIA HEALTHCARE LLC,055237,VICTORIA HEALTHCARE AND REHABILITATION CENTER,CA,COSTA MESA,507,THE ENSIGN GROUP
WEST ESCONDIDO HEALTHCARE LLC,WEST ESCONDIDO HEALTHCARE LLC,055067,PALOMAR VISTA HEALTHCARE CENTER,CA,ESCONDIDO,507,THE ENSIGN GROUP
"600 KINDERKAMACK ROAD OPERATING COMPANY, LLC","600 KINDERKAMACK ROAD OPERATING COMPANY, LLC",315339,CAREONE AT ORADELL,NJ,ORADELL,109,CAREONE
"800 RIVER ROAD OPERATING COMPANY, LLC","800 RIVER ROAD OPERATING COMPANY, LLC",315306,CAREONE AT NEW MILFORD,NJ,NEW MILFORD,109,CAREONE
"THE SHORE WINDS, LLC.","THE SHORE WINDS, LLC.",335082,Waterview Heights Rehabilitation and Nursing Cente,NY,Rochester,275,HURLBUT CARE
SENECA NURSING AND REHABILITATION,SENECA NURSING AND REHABILITATION,335400,"Seneca Nursing & Rehabilitation Center, LLC",NY,Waterloo,275,HURLBUT CARE
ITALIAN MAPLE HOLDINGS LLC,ITALIAN MAPLE HOLDINGS LLC,055335,LA PALOMA HEALTHCARE CENTER,CA,OCEANSIDE,690,PACS GROUP
MID COAST GERIATRIC SERVICES CORP,MID COAST GERIATRIC SERVICES CORP,205163,MID COAST SENIOR HEALTH CENTER,ME,BRUNSWICK,,
"ELDERCARE OF BEMIDJI, INC","ELDERCARE OF BEMIDJI, INC",245397,Havenwood Care Center,MN,BEMIDJI,,
INGLIS HOUSE,INGLIS HOUSE,395134,INGLIS HOUSE,PA,PHILADELPHIA,,
GLEN HAVEN HOME INC,GLEN HAVEN HOME INC,165530,Glen Haven Village,IA,Glenwood,,
"JONESBORO NURSING AND REHABILITATION CENTER, LLC","JONESBORO NURSING AND REHABILITATION CENTER, LLC",115545,Jonesboro Center for Nursing and Healing LLC,GA,JONESBORO,771,NORBERT BENNETT & DONALD DENZ
"CCC OF MT. AIRY, INC","CCC OF MT. AIRY, INC",345410,Central Continuing Care,NC,Mount Airy,,
